story,genre
يبدا صحفي مشهور ومعروف علاقاته النسائيه بمراجعه اختياراته في الحياه عندما يقع في غرام عارضه ازياء غامضه تعيش حياه مزدوجه,['كوميديا']
عشيه الحرب العالميه الثانيه تستاجر ارمله بريطانيه عالم اثار اكتسب الخبره بنفسه للتنقيب في تكوينات غامضه على ارضها الى اكتشاف,['دراما']
يتم خداع متسكع هادئ للعمل في وظيفه حراسه في ارض العجائب المدانه الان في والياصبحت المهام الدنيويه فجاه معركه شامله من اجل البقاء على قيد الحياه ضد موجه بعد موجه من الرسوم المتحركه الشيطانيهالقبضات تطيرركلات الارضتصطدم الجبابره وسيخرجها جانب واحد فقط على قيد الحياه,"['اثارة', 'رعب']"
وحيد ومعزول في مزرعه العائلهيجد تومي وشقيقته جون نفسيهما فجاه يتعرضان للترهيب والمطارده من قبل زوج من القتله الرحل,"['اثارة', 'رعب']"
مجموعه من اربعه هواه مغامرين متخصصين في استكشاف الاماكن النائيه والمهجوره يقومون بزياره تلال شوكومبلده في جبال الابالاش النائيهالتي تم التخلي عنها منذ عقود بسبب حريق غامض في منجم فحم,"['اثارة', 'رعب']"
تحاول فيكتوريا ام شابه وضع ماضيها المظلم خلف ظهرها كساعي مخدرات روسي لكن الشرطي المتقاعد ديمون يجبر فيكتوريا على تنفيذ ما يريده باحتجاز ابنتها كرهينه الان يجب على فيكتوريا استخدام البنادق والشجاعه ودراجه ناريه للقضاء على سلسله من رجال العصابات العنيفه او قد لا ترى طفلها مره اخرى,"['اثارة', 'اكشن', 'جريمة']"
غريب وحيديؤمناعصاب فولاذيهيجب تعقب قاتل مارق وقتله لسداد دين مستحقلكن المعلومات الوحيده التي حصلنا عليها هي الوقت والمكان الذي يمكن العثور فيه على محجره الساعه في مطعم ريفي في المدينه المحتضرهبدون اسمبدون وصفلا شيئعندما يصل القاتل هناك عده اهداف محتملهبما في ذلك عمده المقاطعهتعريض حياته للخطريشرع القاتل في مطارده للعثور على القاتل وانجاز مهمتهلكن الخطر يتصاعد عندما تهدد المواجهات المثيره مع امراه محليه بافشال مهمته,"['اثارة', 'اكشن', 'جريمة']"
غريب وحيديؤمناعصاب فولاذيهيجب تعقب قاتل مارق وقتله لسداد دين مستحقلكن المعلومات الوحيده التي حصلنا عليها هي الوقت والمكان الذي يمكن العثور فيه على محجره الساعه في مطعم ريفي في المدينه المحتضرهبدون اسمبدون وصفلا شيئعندما يصل القاتل هناك عده اهداف محتملهبما في ذلك عمده المقاطعهتعريض حياته للخطريشرع القاتل في مطارده للعثور على القاتل وانجاز مهمتهلكن الخطر يتصاعد عندما تهدد المواجهات المثيره مع امراه محليه بافشال مهمته,"['اثارة', 'اكشن', 'جريمة']"
يقع في عام صياد فراء من تكساس يسافر الى غابات الغامضه على امل انقاذ صبي صغير ضائع,['اكشن']
في سبعينيات القرن الماضي في لندن وسط ثوره موسيقى البانك روك صممت شابه شابه تدعى استيلا على صنع اسم لنفسها بتصميماتها تصادق من اللصوص الشباب الذين يقدرون شهيتها للاذى ويتمكنون من بناء حياه لانفسهم في شوارع لندن ذات يوم جذبت موهبه استيلا للموضه انظار البارونه فون هيلمان اسطوره الموضه الانيقه بشكل مدمر وذات الاناقه المرعبه لكن علاقتهما من الاحداث والاكتشافات التي ستجعل استيلا تحتضن جانبها الشرير وتصبح كرويلا الصاخبه والعصريه وذات العزم على الانتقام,"['جريمة', 'كوميديا']"
تجد مساعده وحيده الحب ويجب ان تهرب من وحش رئيسها قبل ان تصبح هي وحبها الجديد وجبته التاليه,"['رعب', 'كوميديا']"
في عام معسكر نايتوينج بين المخيمين والمستشارين الذين ينحدرون من بلده صنيفيل المزدهره والمعسكرون وموظفو الصيانه من بلده شاديسايد المضطهده ولكن سرعان ما يضرب الرعب المدينه,"['دراما', 'رعب']"
سكارليت قاتله ماجوره محترفه تضطر للتخلي عن ابنتها سام واللوذ بالفرار وحين تكبر سام تصير هي اﻷخرى قاتله ماجوره وحين تخرج عمليه لها عن السيطره تعلق فتاه في سن الثامنه في حروب العصابات وعلى سام ان تنقذها,"['اثارة', 'اكشن', 'مغامرات']"
اثناء اجازته في اليونان اصبح بيكيت لمطارده بعد ان اجبره حادث سياره مدمر على الهروب بحياته في جميع انحاء البلاد لتبرئه اسمه لكن التوترات تتصاعد مع اغلاق السلطات وتزايد الاضطرابات السياسيه مما يجعل بيكيت يسقط اكثر في شبكه مؤامره خطيره,"['اكشن', 'جريمة', 'دراما']"
رجل العائله المخلص راي كوبر جيسون موموا يتعهد بالعداله ضد شركه الادويه المسؤوله عن سحب عقار يحتمل ان ينقذ الحياه من السوق قبل وفاه زوجته ادريا ارجونا بالسرطان ولكن عندما يؤدي بحثه عن الحقيقه الى مواجهه مميته تضع راي وابنته راشيل ايزابيلا ميرسيد في طريق الاذى تتحول مهمه راي الى سعي للانتقام من اجل حمايه الاسره الوحيده التي تركها بقلم,"['اثارة', 'اكشن', 'دراما']"
اختبا نورمان نوردستروم لسنوات في كوخ منعزل وقام بتربيه فتاه يتيمه من حريق منزل ينهار وجودهم الهادئ عندما تظهر مجموعه من الخاطفين وتاخذ الفتاه مما يجبر نورمان على ترك ملاذه الامن لانقاذها,"['اثارة', 'رعب']"
تبدا اسطوره كاندي مان في الظهور باحياء شيكاغو حينما يجد فنان انتوني رفقه حبيبته انفسهما امام سلسله من الظواهر الخارقه والمروعه والتي تضع حياه الثنائي على المحك,"['اثارة', 'رعب']"
اصبحت متيقظه عندما تتلقى بانها ستصبح الوصي الوحيد لاختها غير الشقيقه المسماه Musicفتاه صغيره في طيف التوحديستكشف الفيلم اثنين من موضوعات المفضله العثور على صوتك وتكوين الاسره,['دراما']
تبدا فتاه مراهقه مصابه بالفصام في الاشتباه في ان جارها قد اختطف يحاول والداها جاهدين مساعدتها على ان تعيش حياه طبيعيه دون الكشف عن اسرارهما الماساويه والشخص الوحيد الذي يصدقها هو كاليب وهو صبي لم تكن متاكده من وجوده,"['اثارة', 'دراما', 'رعب']"
في عام يسعى اربعه منبوذين وراء الفضائيه والاحلام البعيده فيكشفون عن اسرار مفاجئه وصادمه خلال محاولتهم بيع طفله اليه بريئه,"['اكشن', 'دراما', 'مغامرات']"
باستخدام الريكي في السماء والارض انشا يوانشي تيانزون بدات طائفه افيان التي ولدت باجنحه في البحث عن احداث العالم و بمجرد ان يواجهوا يمكنهم استخدام اجنحه العاصفه الخاصه بهم لتنشيط التكوين السماوي و في نهايه عهد اسره شانغ يحمل الخصمان اللدودان لاين شينزي و شين هوان مصير عشيره الطيور على اكتافهم وهم يحاولون تنشيط التكوين السماوي بقوه اجنحه العاصفه وقوه النجم وتستمر القصه,"['اكشن', 'مغامرات']"
السيد فالنتينو يعمل مدير تنفيذي باحد الشركات الكبرى يجب نفسه مصاب بالسرطان ويصلي للرب لكنه يجد نفسه تحدث على يديه معجزات كبيره في شفاء مرضى اخرين بالقتل الغير عمد من اخرين,['دراما']
هانا فتاه تبلغ من العمر سبعه عشر تكافح للعثور على مكانها في العالم في الوقت الذي تتخلى فيه عن كل امل في التاقلم يصاب جدها بالمرض كانت هي وشقيقها تشارلي يقودان سيارتهما عبر ساحل غرب ميشيغان من اجل زيارته على فراش الموت ومع ذلك تاخذ رحلتهم بعد تعطل سيارتهم في ريف ميشيغان واصبح بحث هانا عن المعنى اكثر اهميه من اي وقت مضى,['دراما']
بعد ان غادرا مانهاتن للعيش في بلده صغيره تكتشف امراه زوجها ومنزلها الجديد مشؤومه,"['دراما', 'رعب']"
رحله مليئه بالمرح الى جزيره مرجانيه نائيه تتحول الى كابوس لخمسه ركاب عندما تحطمت طائرتهم المائيه في حادث غريب وهم محاصرون على طوف ميل من الشاطئ مع اسماك القرش الاكله للانسان الكامنه تحت السطح,"['اثارة', 'رعب']"
كميلشابه تصل الى اكاديميه فيرفيلد بعد وفاه احد الطلاب المفاجئه والعنيفه,['رعب']
يقود سونغ ييروي قائد وحده استخبارات جانج عضو وحدته للتحقيق في قضيه تبدو عاديه وبينما يتغلبون على العقبات التي تواجههم يخوضون معركه شرسه مع العقول المدبره وراء القضيه في النهايه كشفوا كيف يستخدم المسؤولون الفاسدون سلطتهم لحمايه اتباعهم من الاضطهاد وتقديمهم الى العداله,['دراما']
يكافح اب اعزب ومارينز كايل سنودن السابق للتكيف مع الحياه مع اضطراب ما بعد الصدمه في توقف روتيني لوظيفته في خدمات حمايه الطفل وجد كايل نفسه ومجموعه من العملاء الابرياء محاصرين داخل متجر زوج امه اثناء استيلاء عدائي من قبل المجرم المهووس ايغان رايز تظهر تفاصيل مقلقه حول ثار ايجان العنيف ضد زوج ام كايل عضو الكونجرس سام نيلسون والذي يهدد حياه كل شخص بالداخل بما في ذلك عضو الكونجرس وابنه كايل الصغيره في سباق مع الزمن يجب على كايل ان يقاتل الارهابيين بالاضافه الى شياطينه الشخصيه لتامين المتجر وانقاذ الجميع,"['اثارة', 'اكشن']"
ميزه التكيف مع لعبه الفيديو حيث يهاجم المستذئبون بلده صغيره,['رعب']
اجبر صديقان على قضاء الليل في مدينه اشباح ليجدا نفسيهما من قبل حيوان مفترس من عصور ما قبل التاريخ,['رعب']
سكارليت قاتله ماجوره محترفه تضطر للتخلي عن ابنتها سام واللوذ بالفرار وحين تكبر سام تصير هي اﻷخرى قاتله ماجوره وحين تخرج عمليه لها عن السيطره تعلق فتاه في سن الثامنه في حروب العصابات وعلى سام ان تنقذها,"['اثارة', 'اكشن', 'مغامرات']"
رجلان يتم توظيفهما لحمايه رجل هارب من نقابه مخدرات يتحول الاجتماع الاولي الى فوضى ومع وجود جثه وحقيبه اموال مسروقه وقاتل على ذيلهما سيتعين على نيك وديريك القيام باكثر من مجرد الحمايه سيتعين عليهما القتل,['اكشن']
بعد ان اكتشف حسن ان زيديك يعيش بمفرده في الشوارع ياخذه ويهتم به مثل الابن يعمل زيديك الان مع حسن في الباحه لكن كلا الرجلين عالقان في الماضي قبل فقدوا احباءهم بسبب فيروس جعل الناس عنيفين كثيرا ما ينسى حسن ان الفيروس قتل زوجته بينما لا يزال زيديك يتذكر اخته هاجمت والدته ووالده ضحى بنفسه لانقاذ زيديك ما يفكر في الفتاه التي التقى بها في دار الايتام التي اقام فيها لفتره وجيزه قبل ان يطردها الشرير في هذه الاثناء يقوم الدكتور رحمن العالم المخزي الذي نجح في السابق في احتواء الفيروس بتصنيع سلاله جديده من فيروس الزومبي لاحداث الفوضى وسط اندلاع الزومبي الجديد يواجه الزومبي الذي يحاول مهاجمته لكنها تبدا ببطء في تذكر هويته ثم يتم اسر زيدك من قبل الدكتور رحمن عندما يكتشف الطبيب انه محصن ضد الفيروس,['رعب']
ليا البالغه من العمر عشر سنوات تعيش في مليء بالارواح الضائعه والمحتاجين في النهار يعج المنزل بالناس وفي الليل يحل الظلام الفارغ وبه تتسلل كوابيس ليا ويظهر زائر ليلي صغير يجلب الراحه لـ ليا لكنها سرعان ما ستدرك ان زائرها الصغير يقدم معلومات قد تكون خطيره,['رعب']
في عام ينطلق مربي خيول سكير في مهمه لصالح احد زعماء عمله السابقين على امل اعاده طفل الى والده وابعاده عن والدته مدمنه الكحول ولكن سرعان ما تحمل رحلته مع الطفل العديد من التحديات,"['اثارة', 'دراما']"
يقوم مقامر وضابط بالجيش سابق بالتعاون مع شاب صغير من اجل مساعدته على التصدي لعدو قديم مشترك ولكن سرعان ما ينجرف الثنائي في عالم العاب البطاقات والمقامره في رحله الانتقام,"['اثارة', 'اكشن', 'دراما']"
بعد استسلام الحضاره لوباء مميت وقتل زوجته يتخلى جندي من القوات الخاصه عن واجبه ويصبح في بريه الشمال بعد سنوات ظهرت امراه مصابه على عتبه بابه لقد هربت من احد المختبرات ويعتقد مطاردوها ان دمها هو مفتاح العلاج في جميع انحاء العالم انه متردد في التورط لكن كل الشكوك تنحى عندما يكتشف ان مطاردها ليس سوى القائد ستون الرجل الذي قتل زوجته قبل بضع سنوات,['اكشن']
تجربه سلوكيه تعامل البشر مثل الحيوانات تنحرف عندما يتلاعب طالب جامعي بالبحث بنتائج مميته,"['اثارة', 'رعب']"
في رحله نهر الامازون هذه يتم اخذ العديد من السياح الامريكيين كرهائن من قبل لصوص يائسين يحاولون استعاده كنز مفقود في اعماق الغابه فيلم انتقالي يعرض مناظر بانوراميه خلابه للعجائب الثامنه في العالم امازون كوين تدور احداثه في غابات الامازون المطيره على طول ريو نيغرو ماناوس البرازيل تم اطلاق النار عليه اثناء تفشي فيروس كوفيد في اكتوبر تشرين الاول تنضم مجموعه من السائحين الى الزورق النهري كوين حيث يغامر في النهر على نهر ريو نيغرو لزياره قرى السكان الاصليين واستكشاف موائل الغابه ولكن مع بدء الرحله المثاليه هبت سحابه سوداء من اللصوصيه والتهديد على متنها مما ادى الى تحطيم الرحله وتهديد الركاب وطاقم الطائره بالموت البراعه وسعه الحيله هي فرصتهم الوحيده للبقاء على قيد الحياه بقلم مارلين دارا,"['اكشن', 'دراما']"
يصبح مربي الماشيه على حدود اريزونا المدافع غير المتوقع عن صبي مكسيكي يفر من قتله الكارتل الذين لاحقوه الى يوس,"['اثارة', 'اكشن']"
في عام ظهرت انثى تم اختراقها من قبل زوجها واجبرتها على اختطاف نجل نائب الرئيس الامريكي واعدامه على الهواء مباشره حيث يسعى الجاني للانتقام لمقتل ابنه,"['اثارة', 'مغامرات']"
يتطور لدى الشاب القاتل الذي يعيش مع والدته مشاعره تجاه شاهد جريمه قتل ارتكبها,"['جريمة', 'دراما']"
مع تاريخ من الرجال يسيطرون على مصيرهاتعود امراه محطمه الى مسقط راسها لتدفن والدتها فقط لتجد عصابه تهريب اعضاء عنيفه بها جثه بالفعل ولا تريد بمحاوله اخمادها اشعلوا النار,['اثارة']
قرر اليسون وكارلوس منح اطفالهما الثلاثه نعم حيث يضع الاطفال القواعد لمده ساعه,['كوميديا']
تغامر مجموعه من طلاب الدراسات العليا في عمق منطقه من البريه الشماليه الشرقيه المعروفه بمشاهدها الغريبه للمخلوقات سرعان ما يتعلمون ان هناك اكثر في الغابه وبمجرد ان تعرف الروح انك هناك سياتون من اجلك من سينجو في معركه بين اثنين من اسوا وحوش الغابه,['رعب']
غريب وحيديؤمناعصاب فولاذيهيجب تعقب قاتل مارق وقتله لسداد دين مستحقلكن المعلومات الوحيده التي حصلنا عليها هي الوقت والمكان الذي يمكن العثور فيه على محجره الساعه في مطعم ريفي في المدينه المحتضرهبدون اسمبدون وصفلا شيئعندما يصل القاتل هناك عده اهداف محتملهبما في ذلك عمده المقاطعهتعريض حياته للخطريشرع القاتل في مطارده للعثور على القاتل وانجاز مهمتهلكن الخطر يتصاعد عندما تهدد المواجهات المثيره مع امراه محليه بافشال مهمته,"['اثارة', 'اكشن', 'جريمة']"
غريب وحيديؤمناعصاب فولاذيهيجب تعقب قاتل مارق وقتله لسداد دين مستحقلكن المعلومات الوحيده التي حصلنا عليها هي الوقت والمكان الذي يمكن العثور فيه على محجره الساعه في مطعم ريفي في المدينه المحتضرهبدون اسمبدون وصفلا شيئعندما يصل القاتل هناك عده اهداف محتملهبما في ذلك عمده المقاطعهتعريض حياته للخطريشرع القاتل في مطارده للعثور على القاتل وانجاز مهمتهلكن الخطر يتصاعد عندما تهدد المواجهات المثيره مع امراه محليه بافشال مهمته,"['اثارة', 'اكشن', 'جريمة']"
يقع في عام صياد فراء من تكساس يسافر الى غابات الغامضه على امل انقاذ صبي صغير ضائع,['اكشن']
في سبعينيات القرن الماضي في لندن وسط ثوره موسيقى البانك روك صممت شابه شابه تدعى استيلا على صنع اسم لنفسها بتصميماتها تصادق من اللصوص الشباب الذين يقدرون شهيتها للاذى ويتمكنون من بناء حياه لانفسهم في شوارع لندن ذات يوم جذبت موهبه استيلا للموضه انظار البارونه فون هيلمان اسطوره الموضه الانيقه بشكل مدمر وذات الاناقه المرعبه لكن علاقتهما من الاحداث والاكتشافات التي ستجعل استيلا تحتضن جانبها الشرير وتصبح كرويلا الصاخبه والعصريه وذات العزم على الانتقام,"['جريمة', 'كوميديا']"
تجد مساعده وحيده الحب ويجب ان تهرب من وحش رئيسها قبل ان تصبح هي وحبها الجديد وجبته التاليه,"['رعب', 'كوميديا']"
في عام معسكر نايتوينج بين المخيمين والمستشارين الذين ينحدرون من بلده صنيفيل المزدهره والمعسكرون وموظفو الصيانه من بلده شاديسايد المضطهده ولكن سرعان ما يضرب الرعب المدينه,"['دراما', 'رعب']"
سكارليت قاتله ماجوره محترفه تضطر للتخلي عن ابنتها سام واللوذ بالفرار وحين تكبر سام تصير هي اﻷخرى قاتله ماجوره وحين تخرج عمليه لها عن السيطره تعلق فتاه في سن الثامنه في حروب العصابات وعلى سام ان تنقذها,"['اثارة', 'اكشن', 'مغامرات']"
اثناء اجازته في اليونان اصبح بيكيت لمطارده بعد ان اجبره حادث سياره مدمر على الهروب بحياته في جميع انحاء البلاد لتبرئه اسمه لكن التوترات تتصاعد مع اغلاق السلطات وتزايد الاضطرابات السياسيه مما يجعل بيكيت يسقط اكثر في شبكه مؤامره خطيره,"['اكشن', 'جريمة', 'دراما']"
رجل العائله المخلص راي كوبر جيسون موموا يتعهد بالعداله ضد شركه الادويه المسؤوله عن سحب عقار يحتمل ان ينقذ الحياه من السوق قبل وفاه زوجته ادريا ارجونا بالسرطان ولكن عندما يؤدي بحثه عن الحقيقه الى مواجهه مميته تضع راي وابنته راشيل ايزابيلا ميرسيد في طريق الاذى تتحول مهمه راي الى سعي للانتقام من اجل حمايه الاسره الوحيده التي تركها بقلم,"['اثارة', 'اكشن', 'دراما']"
اختبا نورمان نوردستروم لسنوات في كوخ منعزل وقام بتربيه فتاه يتيمه من حريق منزل ينهار وجودهم الهادئ عندما تظهر مجموعه من الخاطفين وتاخذ الفتاه مما يجبر نورمان على ترك ملاذه الامن لانقاذها,"['اثارة', 'رعب']"
تبدا اسطوره كاندي مان في الظهور باحياء شيكاغو حينما يجد فنان انتوني رفقه حبيبته انفسهما امام سلسله من الظواهر الخارقه والمروعه والتي تضع حياه الثنائي على المحك,"['اثارة', 'رعب']"
بينما يواصل جون مهمته في حمايه مجموعه من اللاجئين من فيروس فان التهديد بشيء جديد واكثر خطوره يتزايد على شكل طفرات مميته,['اكشن']
يعود المشير الامريكي بريت ماك ماسترز من مهمه للعثور على والده وخطف ابنه من قبل الخارج عن القانون جيد بليك يتارجح بريت على دربهم ويشكل مجموعه مع نائب مسلح ومتتبع باوني لكن جيد وبريت يسيران بشكل خطير بالقرب من منطقه سيوكس في الصحراء الحمراء,['اكشن']
شقيقين يعيشان في مزرعه عائليه كبيره في مونتانا وسرعان ما تتدهور العلاقه بينهما فينقلبا ضد بعضهما البعض مع زواج احدهما,['دراما']
يجد فريق من محققي انفسهم يقاتلون من اجل البقاء بينما تصطادهم الوحوش الغريبه على منحدرات جبل ادمز,"['اكشن', 'مغامرات']"
فيلم كوميدي يعرض قصص حياه الصينيين العاديين يتالف الفيلم من خمس قصص الحب والكراهيه في الساحه و الهدوء و الحفله الموسيقيه على الغيوم و الاحمر مع غروب الشمس و المضي تتمحور حول الحياه اليوميه للصينيين العاديين ورحلاتهم الحلوه المره في السعي وراء حياه افضل توضح هذه القصص الخمسه ان التطورات الاجتماعيه والاقتصاديه في الصين الحديثه قد اشترت تغييرات هائله في حياه شعبها وساعدتهم على تطوير شعور بالانجاز والسعاده والامن,"['دراما', 'كوميديا']"
خلال عاصفه رهيبه يتسبب قاتل متسلسل في احداث فوضى داخل احد سجون تكساس,"['جريمة', 'دراما']"
بعد ان يلقى معظم افراد عائلتها حتفهم في عمليه تفجير ارهابيه دون علم منها للانضمام الى الجماعه ذاتها التي في مقتلهم,"['اثارة', 'دراما']"
يؤمن تيبو العاطفي والمفعم بالامل قد حين تشتعل شراره بينه وبين روز ولكن هل مكانته من صديق الى حبيب,['كوميديا']
في الستينيات من القرن الماضي تم تدمير اخر يوم للممرضه عندما قام طبيب عن غير قصد بانشاء وحش كيسي يرعب المكتب,['رعب']
اربع فتيات صغيرات رائعات يخططن لقتل لاعب هوكي بعد ان يعتبرن تصرف بدافع على والدتهن,"['رعب', 'كوميديا']"
يتبع وايتتيل عائله مفككه تتكون من اب وعم وابن وهم ينطلقون في رحله صيد في عطله نهايه الاسبوع في غرب تكساس توفيت الام بسبب جرعه زائده ويامل الثلاثي في الابتعاد عن كل ذلك بالخروج في الطبيعه والصيد من ذلك يجدون برصاصه في بطنه ويمتلك بحقيبه ظهر مليئه بالمال المسروق,['اثارة']
يحكي الفيلم قصه فتاه تختفي من حفل زفافها بسبب حبيبه خطيبها التي اختطفتها ومن هنا تبدا تسال نفسها عن السبب الحقيقي بعد ان كذب خطيبها عليها,['اثارة']
تتحول حياه مراه الى كابوس حي عندما تستقبل رفيقتها في الغرفه التي تصنع الشعر المستعار من شعر الانسان,['رعب']
يعود اللورد مينيس من الموت لارهاب سان انطونيو يجب على العصابه القديمه ان تتجمع مره اخرى لمحاربه الشر بعد ان اصبح لديهم عائلات واكتسابوا الوزن فكيف سيتمكنوا من محاربه شر,['اكشن']
مجموعه من طلاب علم الاثار توقظ مومياء قديمه بعد ان حوصروا في حلقه زمنيه الطريقه الوحيده للهروب هي هزيمه المومياء مع ارتفاع عدد الجثث يبدو ان على المومياء ان تجمع ارواح اولئك الذين ايقظوه ليتمكنوا من السير على الارض للابد,['رعب']
بعد في السجن يعود نجم كره القدم السابق بالمدرسه الثانويه ايدي بالمر الى منزله ليعيد ترتيب حياته ويشكل علاقه غير محتمله مع سام وهو صبي منبوذ من منزل مضطرب لكن ماضي ايدي يهدد بتدمير حياته الجديده وعائلته,['دراما']
يقوم سبعه جنود مارقين بضربه استباقيه ضد حضاره فضائيه مكتشفه على امل انهاء حرب بين النجوم قبل ان تبدا,['مغامرات']
قرر اليسون وكارلوس منح اطفالهما الثلاثه نعم حيث يضع الاطفال القواعد لمده ساعه,['كوميديا']
في وقت تمشي فيه الوحوش على الارض يضع قتال البشريه من اجل مستقبلها غودزيلا وكونغ في مسار تصادم سيشهد تصادم اقوى قوتين في الطبيعه على الكوكب في معركه مذهله على مر العصور,"['اثارة', 'اكشن']"
دنفرشاركليله واحده مجنونه في حياه اربعه اصدقاء يترنحون من الزوال المفاجئ للفرقه البريطانيه الشهيره Smithsبينما يتم اختطاف موجات الاثير المحليه تحت تهديد السلاح من قبل مشجع سميث المتحمسين,"['دراما', 'كوميديا']"
ينطلق حفيد مخلص في رحله كوميديه معقده لتحقيق اخر امنيه لجدته المريضه,"['دراما', 'كوميديا']"
الشباب الحضري المتعلم بقياده هو باي ذهب وعمل في ريف شمال شرق الصين لانقاذ القروي المريض هوامي ذهبوا مع الصياد العم تشاو الى كهف فورست اند سنو بير لجمع الترياق ومع ذلك تعرضوا للهجوم فجاه من قبل الدب لذلك اضطروا الى الفرار الى قصر ابن عرس تحت الارض لقد شهدوا اشياء غريبه تحدث هناك وجد هو باي وشباب اخرون الذين لم يسحرهم الخرافات والحيل المجرمين الحقيقيين خطوه بخطوه وهربوا من القصر تحت الارض وانقذوا القرويين,"['اكشن', 'مغامرات']"
حكايه شتويه تعطل فيها حادثه حياه شخصياتها وتغيرها الى الابدعندما يعيش الخوف داخل البيوت والناسما هو سعر الضمان,['اثارة']
بعد انهيار منجم ماس بعيد في اقصى شمال كندايجب ان يقود سائق الطريق الجليدي الحفار الكبير مهمه انقاذ مستحيله فوق محيط متجمد لانقاذ عمال المناجم المحاصرين,"['اثارة', 'دراما', 'مغامرات']"
ارض الحضيض اول فيلم قصير اطلقته شركه كرافتون في يونيو من بطوله ما دونغ سوك تدور احداث الفيلم في لعبه حيث يلعب ما دونغ سوك دور سجين سيء السمعه يحاول الهروب من سجن هوسان في تايقو يرتبط الفيلم القصير ببجي ارض الحضيض بمعلومات خريطه تايقو الجديده التي تتخذ من كوريا الجنوبيه لها والتي ستقدم في لعبه في يوليو على اجهزه الحاسوب وعلى منصات العاب الفيديو في يوليو,['اكشن']
نجم تانلانج ياخذ شكل بشري ويهبط على الارض بعد عشرين من العيش مع الذئاب نما النجم ليصبح يمكنه التواصل مع الذئاب فتاه من قريه من الصيادين تؤذيه عن طريق الخطا اثناء الصيد فتسمح له بالبقاء في القريه ومع ذلك فان الشاب الذي يشبه الوحش يرفضه القرويون الايام التي يقضيها مع الفتاه تجعله اكثر واكثر انسانيه لقد اخترق مجموعه الوحوش الاربعه التي وضعها الصيادون لذلك عليهم قبول هذا الوحش نصف رجل نجم بوجان الذي كان خصمه هو تانجلانج ستار اصبح الان بلا منافسين عند سماع موقع خصمه ياتي نجم بوجان الى جنب مع نجمه كيشا الى القريه لاكتشاف تانلانج وتدميره,['اكشن']
الرحاله كينشين البدايه كان كينشين باسم باتوساي قبل ان يصبح وحين يلتقي اللطيفه توموي يوكيشيرو تنعطف حياته نحو درب اخر,"['اكشن', 'دراما', 'مغامرات']"
الفيلم يقوم على قصه ديزني لاند التي تدور احداثها بحديقه الملاهي حيث قارب نهري صغير يقل مجموعه من المسافرين عبر غابه مليئه بالحيوانات والزواحف الخطيره,"['اكشن', 'مغامرات']"
تستيقظ امراه لتجد نفسها مقيده في قبو ولا تتذكر كيف وصلت الى هناك يتضخم رعبها عندما تكتشف ان خاطفتها هي والدتها التي تؤكد لها ان الوضع ضروري و من اجل مصلحتها في الايام والليالي التي تليها تحاصرها الظهورات الغريبه والتجارب المخيفه وتجد نفسها غير على حافه بين الواقع والجنون وفي النهايه مجبره على مواجهه حقيقه مظلمه,['رعب']
فيلم كوميدي كوميدي غامض عن عامل في كشك رسوم المرور الوحيد الذي ماضيه يلاحقه بسرعه,"['اثارة', 'جريمة']"
يجد سته اشخاص انفسهم عن غير قصد محبوسين في سلسله اخرى من غرف الهروب ويكشفون ببطء عما يجمعهم من اجل البقاء على قيد الحياه بتوحيد قواهم مع اثنين من الناجين الاصليين سرعان ما يكتشفون انهم لعبوا اللعبه من قبل,"['اثارة', 'اكشن', 'رعب', 'مغامرات']"
قاتل لمغتاله قاسيه تعمل في طوكيو خلال الاخيره ولديها من اربع وعشرين ساعه لتعرف من امر بقتلها لتذيقه الانتقام,"['اكشن', 'جريمة', 'مغامرات']"
اثناء قضاء اجازه في ريف ولايه ويسكونسن يبحث خمسه اصدقاء عن ملاذ في مبنى وحيد بعد ان تحطمت سيارتهم في عاصفه ثلجيه شديده مع عدم وجود خدمه خلويه تنقسم المجموعه للعثور على المساعده ولكن عندما يجتمعون على احدهم,"['اثارة', 'اكشن', 'جريمة', 'دراما']"
تجد فتاه مراهقه تعاني من مشاكل احترام الذات الثقه بالطريقه الاكثر من خلال قضاء الصيف في قتال مصاصي الدماء الذين يحرمون من حق التصويت في نيو اورليانز بمساعده صديقتها المقربه والفتى الذي كانت تتوق اليه وفتاه ثريه غريبه,['رعب']
تقوم لورا باقامه غير مخطط لها في فندق غريب وهي محاصره في لعبه ستغير حياتها,['رعب']
شرطي اكتشاف الحقيقه بنفسه حين لا يرضى بنتيجه التحقيق في جريمه قتل حدثت في مجتمع وارسو في بولندا الشيوعيه خلال الثمانينيات,"['جريمة', 'دراما']"
رائدا الاعمال سكوت ونيكي بحاجه الى المال لانهاء مشروع البناء الخاص بهما يلجان الى رجل العصابات الروسي يوري ولكن بعد رفضهما التمويل الذي قدمه لهما ينتقم يوري بمحاولته ليتولى مشروعهما يشعر الشريكان بالرعب وليس لديهما ملجا للحصول على المساعده حتى تقرر انا صديقه نيكي الروسيه القويه التدخل ومساعدتهما,['دراما']
جاك ستراشاننجم رياضي سابق مظلل مختبئ في النرويجمطارده من قبل امراه غامضه لا يستطيع التعرف عليها والتي تشبه زوجته المقتولهفيرونيكمقتنعه بقصدها الشرير وعازمه على كشف قناعها inفيرونيك associateكريمومواجهه الشياطين التي دفعته الى العمل تحت الارض,['اثارة']
